order_id,item_id,product_id,quantity,list_price,discount,extract_time,source,EGP,list_price_egp
203,4,19,2,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
204,1,6,2,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
204,2,17,2,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
205,1,22,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
205,2,24,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
206,1,25,1,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
206,2,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
207,1,12,2,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
207,2,5,1,1320.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
207,3,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
207,4,7,2,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
208,1,6,2,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
208,2,4,2,2899.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
208,3,3,1,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
208,4,12,1,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
208,5,10,2,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
209,1,13,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
210,1,14,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
210,2,13,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
211,1,10,1,1549.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
211,2,2,2,749.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
212,1,16,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
212,2,12,2,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
212,3,19,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
212,4,7,1,3999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
213,1,13,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
214,1,21,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
215,1,19,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
215,2,12,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
216,1,22,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
216,2,16,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
217,1,18,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
217,2,10,2,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
217,3,17,1,429.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
218,1,2,2,749.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
218,2,13,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
218,3,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
219,1,26,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
219,2,5,1,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
220,1,6,2,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
220,2,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
220,3,22,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
220,4,3,2,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
221,1,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
222,1,10,1,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
222,2,2,2,749.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
223,1,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
223,2,5,1,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
223,3,21,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
223,4,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
223,5,15,1,529.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
224,1,6,1,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
224,2,11,2,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
224,3,10,2,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
224,4,25,1,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
225,1,21,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
225,2,9,1,2999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
226,1,2,1,749.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
227,1,3,2,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
227,2,15,2,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
228,1,25,1,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
228,2,2,2,749.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
228,3,23,2,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
228,4,4,1,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
228,5,22,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
229,1,25,2,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
229,2,5,2,1320.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
229,3,8,1,1799.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
230,1,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
231,1,8,2,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
231,2,14,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
231,3,5,2,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
232,1,18,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
232,2,11,2,1680.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
232,3,26,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
232,4,8,2,1799.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
233,1,14,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
233,2,16,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
233,3,12,1,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
233,4,15,2,529.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
234,1,11,2,1680.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
234,2,17,2,429.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
234,3,12,1,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
234,4,7,1,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
234,5,23,1,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
235,1,6,1,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
235,2,13,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
235,3,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
236,1,3,2,999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
236,2,2,2,749.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
236,3,4,2,2899.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
237,1,15,1,529.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
237,2,24,1,549.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
237,3,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
237,4,26,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
238,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
238,2,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
238,3,13,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
238,4,22,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
238,5,7,1,3999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
239,1,16,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
239,2,21,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
239,3,18,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
239,4,4,2,2899.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
240,1,9,1,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
240,2,8,1,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
240,3,5,1,1320.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
240,4,18,2,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
241,1,7,1,3999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
242,1,3,1,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
243,1,25,2,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
243,2,19,2,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
243,3,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
244,1,19,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
244,2,25,1,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
244,3,22,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
245,1,10,2,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
245,2,8,1,1799.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
246,1,17,2,429.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
247,1,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
247,2,3,1,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
248,1,13,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
248,2,26,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
248,3,17,1,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
248,4,9,1,2999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
249,1,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
249,2,18,2,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
249,3,22,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
250,1,17,2,429.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
250,2,11,2,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
251,1,23,2,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
251,2,22,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
252,1,11,2,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
252,2,4,1,2899.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
252,3,19,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
253,1,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
254,1,6,2,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
254,2,3,1,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
254,3,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
255,1,5,2,1320.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
255,2,14,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
255,3,2,2,749.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
255,4,21,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
256,1,11,1,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
256,2,21,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
257,1,8,2,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
257,2,13,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
257,3,10,2,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
257,4,15,1,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
258,1,8,2,1799.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
258,2,4,1,2899.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
258,3,19,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
258,4,18,1,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
259,1,26,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
259,2,6,2,469.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
259,3,2,2,749.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
259,4,4,1,2899.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
260,1,23,2,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
260,2,10,1,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
260,3,24,2,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
261,1,16,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
261,2,14,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
261,3,17,2,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
262,1,2,1,749.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
262,2,9,2,2999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
263,1,9,1,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
263,2,3,1,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
263,3,2,2,749.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
264,1,10,1,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
264,2,24,2,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
264,3,15,2,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
264,4,3,2,999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
265,1,9,2,2999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
266,1,6,2,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
266,2,19,1,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
266,3,25,1,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
267,1,22,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
267,2,23,2,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
267,3,24,1,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
267,4,7,2,3999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
267,5,21,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
268,1,7,1,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
268,2,6,2,469.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
268,3,9,1,2999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
269,1,5,1,1320.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
269,2,23,2,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
269,3,18,1,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
269,4,3,1,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
270,1,25,2,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
270,2,15,1,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
271,1,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
271,2,6,2,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
271,3,13,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
271,4,7,2,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
272,1,2,2,749.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
272,2,11,1,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
273,1,21,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
274,1,11,2,1680.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
274,2,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
274,3,9,2,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
275,1,18,1,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
275,2,25,1,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
275,3,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
276,1,3,2,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
276,2,17,1,429.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
276,3,9,2,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
277,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
277,2,6,2,469.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
277,3,13,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
278,1,16,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
278,2,19,2,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
278,3,13,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
278,4,11,2,1680.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
279,1,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
280,1,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
280,2,26,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
280,3,13,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
281,1,22,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
281,2,14,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
281,3,7,2,3999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
282,1,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
282,2,7,2,3999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
282,3,3,2,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
282,4,16,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
283,1,9,1,2999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
283,2,16,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
284,1,24,2,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
284,2,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
285,1,16,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
285,2,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
285,3,2,1,749.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
286,1,26,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
286,2,21,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
286,3,16,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
286,4,7,1,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
287,1,5,1,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
287,2,10,1,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
287,3,2,1,749.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
287,4,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
288,1,4,1,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
288,2,10,1,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
288,3,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
289,1,13,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
289,2,24,1,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
289,3,17,1,429.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
290,1,2,2,749.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
290,2,5,2,1320.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
290,3,21,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
291,1,6,2,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
291,2,21,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
292,1,18,2,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
292,2,4,1,2899.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
292,3,10,2,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
293,1,19,2,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
293,2,6,1,469.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
294,1,18,1,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
294,2,14,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
294,3,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
294,4,25,2,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
295,1,22,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
296,1,25,2,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
296,2,12,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
296,3,11,2,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
296,4,9,1,2999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
297,1,4,2,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
298,1,23,1,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
298,2,6,2,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
298,3,22,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
298,4,9,1,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
298,5,14,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
299,1,11,2,1680.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
299,2,10,2,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
300,1,16,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
300,2,9,2,2999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
300,3,10,1,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
300,4,11,2,1680.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
301,1,6,1,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
301,2,22,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
302,1,24,2,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
302,2,18,2,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
302,3,2,2,749.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
303,1,8,2,1799.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
303,2,24,2,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
304,1,10,1,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
304,2,7,2,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
304,3,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
305,1,10,1,1549.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
